SalesID,OrderID,OrderDate,ShipDate,ProductID,CustomerID,StoreID,Quantity,UnitPrice,DiscountPct,GrossSales,Cost
4879,O104879,24-09-23,06-10-23,P0004,C0195,S009,10,22626.59,0.2,226265.9,180700
4880,O104880,22-03-23,29-03-23,P0002,C0150,S006,18,12407.97,0.05,223343.46,165816
4881,O104881,20-12-21,30-12-21,P0011,C0012,S034,14,681.98,0,9547.72,5768
4882,O104882,24-12-21,01-01-22,P0007,C0088,S027,17,26164.34,0.1,444793.78,284903
4883,O104883,13-09-20,15-09-20,P0004,C0302,S032,15,22626.59,0,339398.85,271050
4884,O104884,18-09-20,27-09-20,P0012,C0298,S038,11,8792.16,0,96713.76,59741
4885,O104885,30-04-23,03-05-23,P0011,C0462,S047,6,681.98,0.1,4091.88,2472
4886,O104886,22-09-21,06-10-21,P0012,C0057,S025,14,8792.16,0.1,123090.24,76034
4887,O104887,27-05-20,28-05-20,P0009,C0465,S012,17,26212.11,0.2,445605.87,306952
4888,O104888,28-06-21,03-07-21,P0013,C0032,S006,18,15510.94,0.15,279196.92,204282
4889,O104889,21-12-24,02-01-25,P0007,C0350,S035,17,26164.34,0.05,444793.78,284903
4890,O104890,18-06-19,25-06-19,P0004,C0232,S047,5,22626.59,0.1,113132.95,90350
4891,O104891,07-06-23,15-06-23,P0008,C0309,S012,5,24525.84,0.2,122629.2,92950
4892,O104892,29-12-23,08-01-24,P0008,C0024,S044,19,24525.84,0,465990.96,353210
4893,O104893,07-10-23,08-10-23,P0009,C0208,S037,20,26212.11,0,524242.2,361120
4894,O104894,01-01-20,06-01-20,P0012,C0435,S038,3,8792.16,0.05,26376.48,16293
4895,O104895,07-04-20,17-04-20,P0006,C0253,S023,8,4352.97,0.1,34823.76,26160
4896,O104896,30-10-20,13-11-20,P0005,C0349,S032,7,17097.45,0.15,119682.15,98175
4897,O104897,18-03-20,22-03-20,P0009,C0034,S035,7,26212.11,0.15,183484.77,126392
4898,O104898,28-07-23,29-07-23,P0007,C0431,S008,11,26164.34,0.05,287807.74,184349
4899,O104899,15-10-21,16-10-21,P0002,C0264,S040,9,12407.97,0.1,111671.73,82908
4900,O104900,24-09-24,26-09-24,P0011,C0012,S030,13,681.98,0.1,8865.74,5356
4901,O104901,31-03-19,03-04-19,P0010,C0227,S017,12,23177.55,0.1,278130.6,179028
4902,O104902,22-05-22,30-05-22,P0013,C0257,S027,5,15510.94,0.1,77554.7,56745
4903,O104903,25-05-20,04-06-20,P0004,C0189,S021,4,22626.59,0.15,90506.36,72280
4904,O104904,26-07-22,06-08-22,P0012,C0082,S026,2,8792.16,0.05,17584.32,10862
4905,O104905,30-03-22,04-04-22,P0009,C0258,S036,1,26212.11,0.2,26212.11,18056
4906,O104906,02-09-23,09-09-23,P0002,C0263,S035,3,12407.97,0.15,37223.91,27636
4907,O104907,06-06-24,18-06-24,P0006,C0168,S041,3,4352.97,0.2,13058.91,9810
4908,O104908,03-06-20,15-06-20,P0007,C0043,S018,9,26164.34,0.2,235479.06,150831
4909,O104909,21-06-19,30-06-19,P0011,C0059,S012,18,681.98,0,12275.64,7416
4910,O104910,30-06-23,08-07-23,P0002,C0428,S010,18,12407.97,0.05,223343.46,165816
4911,O104911,01-02-20,06-02-20,P0010,C0412,S016,3,23177.55,0.15,69532.65,44757
4912,O104912,14-01-22,21-01-22,P0008,C0064,S038,17,24525.84,0,416939.28,316030
4913,O104913,16-07-21,30-07-21,P0003,C0481,S041,11,7835.06,0.2,86185.66,52492
4914,O104914,26-01-21,02-02-21,P0012,C0349,S026,13,8792.16,0.1,114298.08,70603
4915,O104915,26-09-23,06-10-23,P0010,C0138,S016,18,23177.55,0.2,417195.9,268542
4916,O104916,16-10-21,28-10-21,P0013,C0289,S005,19,15510.94,0.15,294707.86,215631
4917,O104917,09-12-23,14-12-23,P0007,C0231,S047,17,26164.34,0.15,444793.78,284903
4918,O104918,03-07-22,15-07-22,P0004,C0210,S006,3,22626.59,0.1,67879.77,54210
4919,O104919,25-10-22,04-11-22,P0002,C0147,S045,9,12407.97,0.1,111671.73,82908
4920,O104920,21-07-19,23-07-19,P0005,C0009,S024,4,17097.45,0.2,68389.8,56100
4921,O104921,06-07-20,18-07-20,P0007,C0290,S006,20,26164.34,0.05,523286.8,335180
4922,O104922,28-08-19,11-09-19,P0007,C0053,S044,16,26164.34,0.1,418629.44,268144
4923,O104923,06-10-21,18-10-21,P0004,C0398,S006,13,22626.59,0,294145.67,234910
4924,O104924,09-12-22,11-12-22,P0003,C0146,S030,3,7835.06,0.15,23505.18,14316
4925,O104925,18-11-19,25-11-19,P0013,C0436,S028,2,15510.94,0.05,31021.88,22698
4926,O104926,06-06-23,10-06-23,P0011,C0441,S039,14,681.98,0.1,9547.72,5768
4927,O104927,15-10-21,22-10-21,P0013,C0395,S050,5,15510.94,0,77554.7,56745
4928,O104928,09-10-24,19-10-24,P0012,C0061,S003,9,8792.16,0.1,79129.44,48879
4929,O104929,06-03-23,16-03-23,P0010,C0334,S013,2,23177.55,0.15,46355.1,29838
4930,O104930,11-06-24,12-06-24,P0013,C0342,S005,2,15510.94,0,31021.88,22698
4931,O104931,18-05-22,31-05-22,P0004,C0144,S006,5,22626.59,0.1,113132.95,90350
4932,O104932,12-12-24,22-12-24,P0010,C0007,S035,9,23177.55,0.05,208597.95,134271
4933,O104933,12-07-19,17-07-19,P0002,C0093,S028,13,12407.97,0.15,161303.61,119756
4934,O104934,27-01-22,09-02-22,P0006,C0075,S028,18,4352.97,0.2,78353.46,58860
4935,O104935,17-11-23,24-11-23,P0003,C0223,S042,16,7835.06,0.15,125360.96,76352
4936,O104936,24-07-19,30-07-19,P0009,C0298,S033,14,26212.11,0.1,366969.54,252784
4937,O104937,24-10-20,25-10-20,P0001,C0499,S021,10,4675.34,0.1,46753.4,38480
4938,O104938,02-10-23,16-10-23,P0008,C0215,S045,12,24525.84,0.15,294310.08,223080
4939,O104939,20-12-23,26-12-23,P0002,C0355,S042,18,12407.97,0,223343.46,165816
4940,O104940,20-01-24,02-02-24,P0004,C0475,S004,10,22626.59,0.1,226265.9,180700
4941,O104941,23-06-21,27-06-21,P0012,C0393,S016,17,8792.16,0.2,149466.72,92327
4942,O104942,29-04-19,06-05-19,P0011,C0446,S028,5,681.98,0.05,3409.9,2060
4943,O104943,22-02-23,27-02-23,P0005,C0278,S049,13,17097.45,0.15,222266.85,182325
4944,O104944,19-06-20,03-07-20,P0001,C0300,S031,6,4675.34,0.15,28052.04,23088
4945,O104945,10-10-22,22-10-22,P0008,C0460,S007,10,24525.84,0,245258.4,185900
4946,O104946,20-03-20,27-03-20,P0003,C0247,S007,11,7835.06,0.2,86185.66,52492
4947,O104947,22-11-22,26-11-22,P0007,C0448,S007,2,26164.34,0,52328.68,33518
4948,O104948,09-10-23,12-10-23,P0006,C0320,S016,6,4352.97,0,26117.82,19620
4949,O104949,17-12-20,20-12-20,P0001,C0377,S036,10,4675.34,0.05,46753.4,38480
4950,O104950,26-01-24,02-02-24,P0011,C0429,S006,16,681.98,0.15,10911.68,6592
4951,O104951,26-06-22,03-07-22,P0004,C0426,S003,5,22626.59,0.1,113132.95,90350
4952,O104952,03-10-19,10-10-19,P0013,C0416,S042,1,15510.94,0,15510.94,11349
4953,O104953,20-11-19,23-11-19,P0007,C0101,S016,9,26164.34,0,235479.06,150831
4954,O104954,14-01-20,20-01-20,P0011,C0416,S012,17,681.98,0.1,11593.66,7004
4955,O104955,24-12-24,06-01-25,P0008,C0434,S050,17,24525.84,0.15,416939.28,316030
4956,O104956,03-09-19,04-09-19,P0009,C0354,S014,18,26212.11,0,471817.98,325008
4957,O104957,19-03-20,27-03-20,P0006,C0287,S021,19,4352.97,0.2,82706.43,62130
4958,O104958,11-06-23,19-06-23,P0010,C0409,S032,16,23177.55,0.2,370840.8,238704
4959,O104959,07-06-20,11-06-20,P0006,C0002,S047,3,4352.97,0.05,13058.91,9810
4960,O104960,07-01-23,15-01-23,P0006,C0060,S035,1,4352.97,0.1,4352.97,3270
4961,O104961,02-01-24,05-01-24,P0012,C0295,S048,14,8792.16,0.1,123090.24,76034
4962,O104962,03-11-20,14-11-20,P0001,C0189,S010,14,4675.34,0,65454.76,53872
4963,O104963,26-08-20,07-09-20,P0011,C0159,S028,4,681.98,0.05,2727.92,1648
4964,O104964,08-08-19,12-08-19,P0011,C0444,S039,17,681.98,0.1,11593.66,7004
4965,O104965,26-07-21,07-08-21,P0010,C0329,S040,16,23177.55,0.1,370840.8,238704
4966,O104966,22-07-21,29-07-21,P0012,C0400,S047,12,8792.16,0.2,105505.92,65172
4967,O104967,30-04-23,14-05-23,P0013,C0251,S009,18,15510.94,0,279196.92,204282
4968,O104968,04-03-24,13-03-24,P0012,C0489,S028,12,8792.16,0.05,105505.92,65172
4969,O104969,18-02-23,23-02-23,P0007,C0057,S003,17,26164.34,0.05,444793.78,284903
4970,O104970,22-06-22,25-06-22,P0012,C0220,S001,4,8792.16,0.2,35168.64,21724
4971,O104971,10-08-21,19-08-21,P0008,C0340,S036,11,24525.84,0.1,269784.24,204490
4972,O104972,22-01-23,04-02-23,P0012,C0223,S039,9,8792.16,0,79129.44,48879
4973,O104973,09-05-19,20-05-19,P0011,C0220,S044,14,681.98,0.1,9547.72,5768
4974,O104974,05-06-22,16-06-22,P0011,C0351,S008,12,681.98,0.1,8183.76,4944
4975,O104975,28-03-24,03-04-24,P0003,C0470,S037,5,7835.06,0.05,39175.3,23860
4976,O104976,11-11-19,13-11-19,P0001,C0012,S012,5,4675.34,0.05,23376.7,19240
4977,O104977,23-09-20,05-10-20,P0007,C0370,S038,15,26164.34,0.1,392465.1,251385
4978,O104978,05-07-24,16-07-24,P0004,C0296,S041,20,22626.59,0,452531.8,361400
4979,O104979,21-01-24,29-01-24,P0011,C0235,S039,13,681.98,0.05,8865.74,5356
4980,O104980,21-09-21,02-10-21,P0001,C0022,S007,10,4675.34,0.05,46753.4,38480
4981,O104981,27-06-24,30-06-24,P0007,C0106,S007,1,26164.34,0.05,26164.34,16759
4982,O104982,04-04-23,15-04-23,P0006,C0312,S049,6,4352.97,0,26117.82,19620
4983,O104983,28-04-24,04-05-24,P0005,C0220,S007,1,17097.45,0.2,17097.45,14025
4984,O104984,06-09-19,19-09-19,P0001,C0168,S029,3,4675.34,0.2,14026.02,11544
4985,O104985,05-05-23,09-05-23,P0007,C0479,S050,2,26164.34,0.1,52328.68,33518
4986,O104986,09-09-22,21-09-22,P0001,C0428,S039,7,4675.34,0,32727.38,26936
4987,O104987,03-05-23,13-05-23,P0004,C0174,S038,8,22626.59,0.1,181012.72,144560
4988,O104988,22-08-24,05-09-24,P0002,C0066,S024,5,12407.97,0.1,62039.85,46060
4989,O104989,28-07-21,03-08-21,P0013,C0352,S019,8,15510.94,0.1,124087.52,90792
4990,O104990,18-02-19,19-02-19,P0004,C0283,S050,4,22626.59,0.2,90506.36,72280
4991,O104991,11-10-19,23-10-19,P0013,C0361,S027,13,15510.94,0.15,201642.22,147537
4992,O104992,26-04-24,05-05-24,P0009,C0221,S037,10,26212.11,0.2,262121.1,180560
4993,O104993,02-10-19,16-10-19,P0005,C0172,S024,14,17097.45,0.1,239364.3,196350
4994,O104994,06-12-20,11-12-20,P0002,C0009,S001,9,12407.97,0.1,111671.73,82908
4995,O104995,12-01-23,17-01-23,P0007,C0071,S001,9,26164.34,0.15,235479.06,150831
4996,O104996,08-08-19,22-08-19,P0004,C0223,S049,18,22626.59,0.05,407278.62,325260
4997,O104997,31-12-24,06-01-25,P0005,C0129,S028,3,17097.45,0.15,51292.35,42075
4998,O104998,09-06-21,17-06-21,P0006,C0159,S045,18,4352.97,0,78353.46,58860
4999,O104999,05-03-19,16-03-19,P0006,C0186,S039,11,4352.97,0.05,47882.67,35970
5000,O105000,20-05-20,23-05-20,P0010,C0077,S018,18,23177.55,0.15,417195.9,268542
5001,O105001,19-08-24,28-08-24,P0013,C0073,S006,9,15510.94,0.2,139598.46,102141
5002,O105002,01-05-23,14-05-23,P0002,C0147,S026,20,12407.97,0.2,248159.4,184240
5003,O105003,10-10-23,20-10-23,P0009,C0240,S025,17,26212.11,0.2,445605.87,306952
5004,O105004,26-09-20,09-10-20,P0011,C0367,S023,20,681.98,0,13639.6,8240
5005,O105005,07-06-22,13-06-22,P0012,C0439,S046,16,8792.16,0.2,140674.56,86896
5006,O105006,28-06-20,12-07-20,P0007,C0328,S041,16,26164.34,0,418629.44,268144
5007,O105007,28-01-22,11-02-22,P0007,C0168,S037,15,26164.34,0.05,392465.1,251385
5008,O105008,05-11-21,12-11-21,P0011,C0103,S036,8,681.98,0,5455.84,3296
5009,O105009,02-01-20,16-01-20,P0002,C0374,S006,20,12407.97,0.2,248159.4,184240
5010,O105010,11-04-23,23-04-23,P0004,C0296,S018,9,22626.59,0.05,203639.31,162630
5011,O105011,01-01-22,04-01-22,P0007,C0025,S002,7,26164.34,0.2,183150.38,117313
5012,O105012,16-07-21,26-07-21,P0001,C0154,S012,15,4675.34,0.05,70130.1,57720
5013,O105013,05-11-24,09-11-24,P0009,C0238,S024,8,26212.11,0.2,209696.88,144448
5014,O105014,27-02-20,01-03-20,P0013,C0365,S042,4,15510.94,0.2,62043.76,45396
5015,O105015,09-08-24,10-08-24,P0012,C0344,S048,13,8792.16,0.05,114298.08,70603
5016,O105016,10-05-21,13-05-21,P0001,C0274,S046,17,4675.34,0.2,79480.78,65416
5017,O105017,22-07-19,03-08-19,P0012,C0328,S024,19,8792.16,0.2,167051.04,103189
5018,O105018,18-05-21,21-05-21,P0007,C0340,S031,5,26164.34,0,130821.7,83795
5019,O105019,03-07-19,17-07-19,P0013,C0482,S004,4,15510.94,0,62043.76,45396
5020,O105020,28-01-21,01-02-21,P0001,C0486,S010,6,4675.34,0,28052.04,23088
5021,O105021,08-03-19,10-03-19,P0010,C0132,S002,17,23177.55,0.15,394018.35,253623
5022,O105022,04-03-24,11-03-24,P0001,C0369,S025,13,4675.34,0,60779.42,50024
5023,O105023,05-07-19,06-07-19,P0002,C0131,S007,17,12407.97,0.2,210935.49,156604
5024,O105024,23-05-24,04-06-24,P0004,C0137,S035,13,22626.59,0,294145.67,234910
5025,O105025,15-02-19,24-02-19,P0002,C0353,S027,3,12407.97,0.1,37223.91,27636
5026,O105026,14-02-21,20-02-21,P0008,C0080,S023,13,24525.84,0,318835.92,241670
5027,O105027,28-03-22,29-03-22,P0008,C0059,S005,8,24525.84,0.2,196206.72,148720
5028,O105028,31-03-22,06-04-22,P0009,C0138,S013,8,26212.11,0,209696.88,144448
5029,O105029,21-09-24,04-10-24,P0006,C0488,S032,2,4352.97,0.15,8705.94,6540
5030,O105030,05-02-22,12-02-22,P0005,C0003,S005,18,17097.45,0.05,307754.1,252450
5031,O105031,09-03-21,15-03-21,P0004,C0170,S016,10,22626.59,0.15,226265.9,180700
5032,O105032,19-07-22,02-08-22,P0011,C0080,S012,4,681.98,0,2727.92,1648
5033,O105033,15-01-19,19-01-19,P0004,C0233,S048,1,22626.59,0.15,22626.59,18070
5034,O105034,14-07-23,17-07-23,P0010,C0371,S018,1,23177.55,0.1,23177.55,14919
5035,O105035,16-02-22,22-02-22,P0005,C0313,S021,19,17097.45,0.15,324851.55,266475
5036,O105036,28-11-23,12-12-23,P0005,C0073,S013,3,17097.45,0.1,51292.35,42075
5037,O105037,22-03-19,03-04-19,P0004,C0159,S025,2,22626.59,0.15,45253.18,36140
5038,O105038,08-11-23,19-11-23,P0005,C0340,S043,13,17097.45,0.15,222266.85,182325
5039,O105039,05-01-22,07-01-22,P0010,C0033,S024,3,23177.55,0,69532.65,44757
5040,O105040,29-05-23,04-06-23,P0004,C0121,S020,10,22626.59,0,226265.9,180700
5041,O105041,05-01-20,17-01-20,P0001,C0341,S018,8,4675.34,0.1,37402.72,30784
5042,O105042,07-01-19,20-01-19,P0009,C0394,S009,15,26212.11,0.2,393181.65,270840
5043,O105043,19-08-22,21-08-22,P0004,C0334,S023,13,22626.59,0.2,294145.67,234910
5044,O105044,06-01-22,19-01-22,P0010,C0377,S031,20,23177.55,0.15,463551,298380
5045,O105045,21-06-19,30-06-19,P0001,C0194,S032,20,4675.34,0,93506.8,76960
5046,O105046,13-02-23,26-02-23,P0002,C0350,S022,18,12407.97,0.05,223343.46,165816
5047,O105047,27-10-23,03-11-23,P0001,C0223,S033,18,4675.34,0.05,84156.12,69264
5048,O105048,20-04-22,29-04-22,P0005,C0407,S005,5,17097.45,0.15,85487.25,70125
5049,O105049,28-12-24,09-01-25,P0007,C0494,S043,19,26164.34,0.2,497122.46,318421
5050,O105050,18-07-23,21-07-23,P0008,C0154,S034,13,24525.84,0.2,318835.92,241670
5051,O105051,24-02-24,08-03-24,P0005,C0424,S030,1,17097.45,0.2,17097.45,14025
5052,O105052,16-08-21,25-08-21,P0011,C0338,S031,14,681.98,0.2,9547.72,5768
5053,O105053,31-10-24,11-11-24,P0004,C0050,S002,19,22626.59,0,429905.21,343330
5054,O105054,19-04-24,28-04-24,P0010,C0381,S033,16,23177.55,0.2,370840.8,238704
5055,O105055,25-10-19,31-10-19,P0006,C0255,S037,1,4352.97,0.1,4352.97,3270
5056,O105056,23-10-23,26-10-23,P0012,C0391,S044,12,8792.16,0.15,105505.92,65172
5057,O105057,14-11-19,24-11-19,P0008,C0412,S011,15,24525.84,0.15,367887.6,278850
5058,O105058,06-04-19,18-04-19,P0005,C0346,S017,20,17097.45,0.05,341949,280500
5059,O105059,02-06-20,03-06-20,P0001,C0230,S014,3,4675.34,0.05,14026.02,11544
5060,O105060,03-11-23,15-11-23,P0003,C0205,S031,12,7835.06,0.15,94020.72,57264
5061,O105061,08-11-24,18-11-24,P0001,C0352,S041,18,4675.34,0.05,84156.12,69264
5062,O105062,07-04-23,08-04-23,P0004,C0300,S046,10,22626.59,0,226265.9,180700
5063,O105063,24-01-19,06-02-19,P0003,C0461,S014,19,7835.06,0.1,148866.14,90668
5064,O105064,24-07-20,26-07-20,P0006,C0135,S030,15,4352.97,0.1,65294.55,49050
5065,O105065,06-10-22,15-10-22,P0003,C0315,S031,11,7835.06,0,86185.66,52492
5066,O105066,01-03-24,09-03-24,P0006,C0147,S006,15,4352.97,0.1,65294.55,49050
5067,O105067,05-01-20,16-01-20,P0013,C0296,S010,5,15510.94,0.15,77554.7,56745
5068,O105068,30-04-22,07-05-22,P0001,C0097,S019,20,4675.34,0.05,93506.8,76960
5069,O105069,02-11-19,04-11-19,P0011,C0467,S014,18,681.98,0.2,12275.64,7416
5070,O105070,15-08-20,20-08-20,P0009,C0111,S019,3,26212.11,0.2,78636.33,54168
5071,O105071,08-07-23,11-07-23,P0002,C0440,S019,14,12407.97,0.1,173711.58,128968
5072,O105072,26-12-20,29-12-20,P0006,C0151,S006,5,4352.97,0.2,21764.85,16350
5073,O105073,09-05-24,15-05-24,P0005,C0315,S011,17,17097.45,0.2,290656.65,238425
5074,O105074,01-11-19,09-11-19,P0001,C0049,S034,2,4675.34,0.1,9350.68,7696
5075,O105075,09-02-23,14-02-23,P0009,C0380,S012,5,26212.11,0,131060.55,90280
5076,O105076,20-11-22,01-12-22,P0009,C0158,S025,10,26212.11,0.1,262121.1,180560
5077,O105077,14-06-24,28-06-24,P0009,C0469,S029,2,26212.11,0.1,52424.22,36112
5078,O105078,18-11-23,01-12-23,P0013,C0091,S013,17,15510.94,0.05,263685.98,192933
5079,O105079,12-01-19,26-01-19,P0011,C0144,S026,19,681.98,0.05,12957.62,7828
5080,O105080,01-06-20,15-06-20,P0006,C0169,S013,12,4352.97,0.15,52235.64,39240
5081,O105081,01-01-19,13-01-19,P0009,C0462,S036,19,26212.11,0,498030.09,343064
5082,O105082,23-07-19,25-07-19,P0005,C0244,S004,13,17097.45,0.05,222266.85,182325
5083,O105083,02-11-22,09-11-22,P0009,C0224,S037,9,26212.11,0,235908.99,162504
5084,O105084,25-02-24,28-02-24,P0008,C0023,S017,7,24525.84,0.05,171680.88,130130
5085,O105085,14-02-22,28-02-22,P0012,C0125,S005,16,8792.16,0.05,140674.56,86896
5086,O105086,22-08-24,25-08-24,P0001,C0132,S036,18,4675.34,0.2,84156.12,69264
5087,O105087,05-09-22,17-09-22,P0012,C0469,S042,9,8792.16,0,79129.44,48879
5088,O105088,28-08-19,30-08-19,P0002,C0088,S014,16,12407.97,0.2,198527.52,147392
5089,O105089,17-10-24,20-10-24,P0009,C0235,S005,6,26212.11,0.1,157272.66,108336
5090,O105090,28-01-24,01-02-24,P0003,C0279,S048,3,7835.06,0.05,23505.18,14316
5091,O105091,16-09-23,18-09-23,P0010,C0236,S036,13,23177.55,0.2,301308.15,193947
5092,O105092,09-03-23,10-03-23,P0011,C0172,S005,16,681.98,0,10911.68,6592
5093,O105093,30-08-19,12-09-19,P0002,C0467,S010,12,12407.97,0.2,148895.64,110544
5094,O105094,30-08-19,01-09-19,P0003,C0134,S029,4,7835.06,0.2,31340.24,19088
5095,O105095,03-03-23,04-03-23,P0002,C0139,S019,20,12407.97,0.05,248159.4,184240
5096,O105096,14-03-24,27-03-24,P0001,C0462,S001,4,4675.34,0,18701.36,15392
5097,O105097,14-07-22,17-07-22,P0013,C0355,S015,14,15510.94,0,217153.16,158886
5098,O105098,28-06-19,10-07-19,P0001,C0459,S045,12,4675.34,0.05,56104.08,46176
5099,O105099,10-12-23,11-12-23,P0009,C0213,S001,19,26212.11,0.05,498030.09,343064
5100,O105100,28-03-21,29-03-21,P0012,C0047,S004,2,8792.16,0.15,17584.32,10862
5101,O105101,18-10-19,31-10-19,P0011,C0158,S012,14,681.98,0.2,9547.72,5768
5102,O105102,09-07-22,20-07-22,P0001,C0011,S043,1,4675.34,0,4675.34,3848
5103,O105103,04-06-24,09-06-24,P0012,C0124,S049,3,8792.16,0.2,26376.48,16293
5104,O105104,03-07-22,12-07-22,P0008,C0317,S042,11,24525.84,0.1,269784.24,204490
5105,O105105,18-07-21,31-07-21,P0006,C0413,S009,5,4352.97,0.2,21764.85,16350
5106,O105106,07-11-24,15-11-24,P0012,C0415,S024,14,8792.16,0.2,123090.24,76034
5107,O105107,23-05-21,06-06-21,P0006,C0268,S042,14,4352.97,0.1,60941.58,45780
5108,O105108,22-06-20,02-07-20,P0009,C0348,S036,9,26212.11,0.1,235908.99,162504
5109,O105109,18-04-24,01-05-24,P0005,C0105,S011,4,17097.45,0.15,68389.8,56100
5110,O105110,27-12-19,06-01-20,P0001,C0079,S027,17,4675.34,0.05,79480.78,65416
5111,O105111,26-04-24,30-04-24,P0005,C0302,S014,10,17097.45,0.2,170974.5,140250
5112,O105112,05-12-19,09-12-19,P0010,C0352,S034,3,23177.55,0,69532.65,44757
5113,O105113,22-11-21,28-11-21,P0007,C0387,S026,2,26164.34,0.05,52328.68,33518
5114,O105114,11-12-22,24-12-22,P0001,C0471,S008,18,4675.34,0.2,84156.12,69264
5115,O105115,10-07-23,14-07-23,P0005,C0255,S044,6,17097.45,0,102584.7,84150
5116,O105116,02-04-24,07-04-24,P0013,C0428,S018,7,15510.94,0.1,108576.58,79443
5117,O105117,29-11-23,04-12-23,P0003,C0222,S014,17,7835.06,0.05,133196.02,81124
5118,O105118,13-10-22,27-10-22,P0009,C0243,S042,5,26212.11,0.15,131060.55,90280
5119,O105119,10-12-24,11-12-24,P0001,C0413,S024,13,4675.34,0.1,60779.42,50024
5120,O105120,19-11-23,20-11-23,P0011,C0084,S024,14,681.98,0.15,9547.72,5768
5121,O105121,04-03-21,14-03-21,P0005,C0190,S007,18,17097.45,0.05,307754.1,252450
5122,O105122,26-10-21,31-10-21,P0001,C0465,S046,18,4675.34,0.2,84156.12,69264
5123,O105123,10-03-21,19-03-21,P0003,C0134,S045,10,7835.06,0.05,78350.6,47720
5124,O105124,26-07-22,08-08-22,P0007,C0431,S007,8,26164.34,0.15,209314.72,134072
5125,O105125,05-05-22,12-05-22,P0008,C0451,S009,5,24525.84,0.2,122629.2,92950
5126,O105126,14-07-19,20-07-19,P0011,C0234,S039,11,681.98,0,7501.78,4532
5127,O105127,30-12-23,13-01-24,P0003,C0228,S020,15,7835.06,0.1,117525.9,71580
5128,O105128,25-07-19,01-08-19,P0002,C0320,S040,12,12407.97,0.15,148895.64,110544
5129,O105129,06-10-22,12-10-22,P0001,C0315,S005,3,4675.34,0.1,14026.02,11544
5130,O105130,15-06-23,18-06-23,P0011,C0320,S011,7,681.98,0.2,4773.86,2884
5131,O105131,18-01-21,30-01-21,P0006,C0424,S034,1,4352.97,0.2,4352.97,3270
5132,O105132,20-05-19,29-05-19,P0009,C0303,S021,11,26212.11,0.1,288333.21,198616
5133,O105133,14-03-20,15-03-20,P0002,C0367,S012,16,12407.97,0.1,198527.52,147392
5134,O105134,23-04-19,04-05-19,P0012,C0329,S026,20,8792.16,0,175843.2,108620
5135,O105135,14-08-21,16-08-21,P0004,C0419,S029,3,22626.59,0,67879.77,54210
5136,O105136,10-03-24,23-03-24,P0013,C0154,S041,17,15510.94,0.15,263685.98,192933
5137,O105137,24-01-20,03-02-20,P0004,C0384,S038,1,22626.59,0.05,22626.59,18070
5138,O105138,07-09-22,20-09-22,P0012,C0254,S029,10,8792.16,0.15,87921.6,54310
5139,O105139,13-05-23,14-05-23,P0010,C0319,S022,6,23177.55,0.05,139065.3,89514
5140,O105140,08-04-19,15-04-19,P0002,C0245,S007,20,12407.97,0.1,248159.4,184240
5141,O105141,15-08-21,21-08-21,P0008,C0268,S003,9,24525.84,0,220732.56,167310
5142,O105142,26-12-20,27-12-20,P0006,C0444,S040,3,4352.97,0.05,13058.91,9810
5143,O105143,16-01-21,24-01-21,P0001,C0421,S013,11,4675.34,0.2,51428.74,42328
5144,O105144,03-01-23,17-01-23,P0010,C0399,S046,2,23177.55,0,46355.1,29838
5145,O105145,08-10-20,22-10-20,P0004,C0390,S046,14,22626.59,0,316772.26,252980
5146,O105146,20-11-19,26-11-19,P0007,C0136,S047,4,26164.34,0.1,104657.36,67036
5147,O105147,28-05-21,11-06-21,P0003,C0047,S032,6,7835.06,0.1,47010.36,28632
5148,O105148,29-11-21,07-12-21,P0007,C0385,S050,20,26164.34,0.1,523286.8,335180
5149,O105149,12-05-19,20-05-19,P0007,C0200,S032,10,26164.34,0,261643.4,167590
5150,O105150,09-07-24,11-07-24,P0010,C0133,S031,15,23177.55,0.05,347663.25,223785
5151,O105151,12-06-20,20-06-20,P0004,C0246,S001,20,22626.59,0.2,452531.8,361400
5152,O105152,22-07-19,28-07-19,P0008,C0014,S040,19,24525.84,0.1,465990.96,353210
5153,O105153,25-04-19,29-04-19,P0003,C0111,S030,3,7835.06,0,23505.18,14316
5154,O105154,09-02-19,16-02-19,P0003,C0325,S044,10,7835.06,0.2,78350.6,47720
5155,O105155,04-06-21,09-06-21,P0003,C0419,S020,1,7835.06,0.05,7835.06,4772
5156,O105156,30-04-20,01-05-20,P0012,C0458,S024,9,8792.16,0.1,79129.44,48879
5157,O105157,31-05-20,01-06-20,P0003,C0130,S017,7,7835.06,0.15,54845.42,33404
5158,O105158,06-07-19,15-07-19,P0010,C0111,S006,20,23177.55,0.1,463551,298380
5159,O105159,21-09-19,23-09-19,P0009,C0146,S040,18,26212.11,0.1,471817.98,325008
5160,O105160,20-01-20,24-01-20,P0011,C0084,S008,11,681.98,0.2,7501.78,4532
5161,O105161,14-12-20,23-12-20,P0005,C0362,S042,12,17097.45,0.1,205169.4,168300
5162,O105162,24-09-21,30-09-21,P0006,C0496,S043,19,4352.97,0.1,82706.43,62130
5163,O105163,23-08-20,24-08-20,P0009,C0473,S012,12,26212.11,0.15,314545.32,216672
5164,O105164,17-10-19,18-10-19,P0009,C0330,S027,2,26212.11,0.15,52424.22,36112
5165,O105165,17-06-24,27-06-24,P0006,C0419,S039,19,4352.97,0,82706.43,62130
